relation_id,source_product_key,source_product_name,relation_type,target_product_key,target_product_name,relation_label,scenario,evidence_type,evidence_field,evidence_text,evidence_url,confidence,review_status,reviewer,reviewed_at,notes
REL-CB970BF3823B,BODYGEL3::肌肤之花洁肤露,肌肤之花洁肤露,SCENT_RITUAL_WITH,EDPFLEURP75C::肌肤之花淡香精,肌肤之花淡香精,香气延续,身体护理与个人香氛仪式,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：肌肤之花,https://www.diptyque-cn.com/p/fleur-de-peau-cleansing-hand-and-body-gel.html,0.78,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：肌肤之花洁肤露与淡香精同系列，身体护理与香氛搭配合理。 规则复核：同系列身体护理与个人香氛，模型与结构规则一致。
REL-CCC23816CEDB,HOMEHGFOCARB2A::圣日尔曼大道34号扩香精,圣日尔曼大道34号扩香精,PAIRS_WITH,HOMERSP1::圣日尔曼大道34号室内喷雾,圣日尔曼大道34号室内喷雾,搭配,同系列香气或同设计搭配,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：圣日尔曼大道34号,https://www.diptyque-cn.com/p/sablier-34-boulevard-saint-germain-2-1.html,0.80,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：同一已清洗系列圣日尔曼大道34号，扩香精与室内喷雾，可作为同香型搭配推荐。 规则复核：同系列且不同香气载体，作为策展搭配发布。
REL-CF4D035D0425,CANDLEAB::迷你香氛蜡烛琥珀,迷你香氛蜡烛-琥珀,PAIRS_WITH,HOMERSP::琥珀室内喷雾,琥珀 - 室内喷雾,搭配,同系列香气或同设计搭配,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：琥珀,https://www.diptyque-cn.com/p/ambre-amber-small-candle.html,0.80,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：迷你香氛蜡烛与室内喷雾同属琥珀系列，家居香氛不同形态可搭配作为同香型组合。 规则复核：同系列且不同香气载体，作为策展搭配发布。
REL-D03B4B9BCE18,CANDLERO300::中号香氛蜡烛玫瑰,中号香氛蜡烛-玫瑰,PAIRS_WITH,HOMECARDIF6::玫瑰室内喷雾,玫瑰 - 室内喷雾,搭配,同系列香气或同设计搭配,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：玫瑰,https://www.diptyque-cn.com/p/bougie-ro-300g.html,0.80,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：均为玫瑰系列家居香氛，蜡烛与室内喷雾可搭配使用，属同一气味非官方配对。 规则复核：同系列且不同香气载体，作为策展搭配发布。
REL-D4658A610C6C,concept::身体护理::润肤乳::肌肤之花润肤乳,肌肤之花润肤乳,SCENT_RITUAL_WITH,EDPFLEURP75C::肌肤之花淡香精,肌肤之花淡香精,香气延续,身体护理与个人香氛仪式,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：肌肤之花,https://www.diptyque-cn.com/p/fleur-de-peau-hand-and-body-lotion-1.html,0.78,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：肌肤之花润肤乳与淡香精同系列，气味一致，适合仪式。 规则复核：同系列身体护理与个人香氛，模型与结构规则一致。
REL-D538D9A76765,CANDLEFIV2::中号香氛蜡烛无花果,中号香氛蜡烛-无花果,PAIRS_WITH,HOMERSP::无花果室内喷雾,无花果 - 室内喷雾,搭配,同系列香气或同设计搭配,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：无花果,https://www.diptyque-cn.com/p/bougie-figuier-verte-remavp.html,0.80,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：同一已清洗系列'无花果'，家居香氛不同品型搭配，符合政策。 规则复核：同系列且不同香气载体，作为策展搭配发布。
REL-DC6AE41275B8,HANDCRE3::巴黎之水护手霜,巴黎之水护手霜,SCENT_RITUAL_WITH,HAIRMIST1::巴黎之水发香喷雾,巴黎之水发香喷雾,香气延续,身体护理与个人香氛仪式,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：巴黎之水,https://www.diptyque-cn.com/p/creme-de-parfum-pour-les-mains-eau-capitale-45-ml-1.html,0.78,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：巴黎之水护手霜与发香喷雾同系列，香材一致，适合香氛仪式。 规则复核：同系列身体护理与个人香氛，模型与结构规则一致。
REL-DCDA22B7C10D,CAPSULES9::希腊无花果香调润肤乳,希腊无花果香调 - 润肤乳,SCENT_RITUAL_WITH,HAIRMIST7::希腊无花果香调发香喷雾,希腊无花果香调发香喷雾,香气延续,身体护理与个人香氛仪式,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：希腊无花果,https://www.diptyque-cn.com/p/philosykos-hand-and-body-lotion-1.html,0.78,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：希腊无花果润肤乳与发香喷雾同系列，香材一致，适合香氛仪式。 规则复核：同系列身体护理与个人香氛，模型与结构规则一致。
REL-DE0647688D9D,HOMERSP::浆果香室内喷雾,浆果香 - 室内喷雾,PAIRS_WITH,HOMESCO2::浆果香室内香氛蜡,浆果香室内香氛蜡,搭配,同系列香气或同设计搭配,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：浆果香,https://www.diptyque-cn.com/p/baies-berries-room-spray.html,0.80,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：浆果香室内喷雾与室内香氛蜡为同一系列，同香型搭配可行。 规则复核：同系列且不同香气载体，作为策展搭配发布。
REL-DFB1FEDBF955,BODYLOTIONS3::橙花室内喷雾,橙花 - 室内喷雾,PAIRS_WITH,CANDLECY1::香氛蜡烛墨西哥橙花,香氛蜡烛-墨西哥橙花,搭配,同系列香气或同设计搭配,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：橙花,https://www.diptyque-cn.com/p/fleur-d-oranger-orange-blossom-room-spray.html,0.80,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：橙花室内喷雾与墨西哥橙花蜡烛虽名略异，但同属橙花系列，香型匹配。 规则复核：同系列且不同香气载体，作为策展搭配发布。
REL-DFEB1E9E3541,EDTNERO100V1::橙花香调淡香水,橙花香调淡香水,EXTENDS_TO_HOME,BODYLOTIONS3::橙花室内喷雾,橙花 - 室内喷雾,延伸至家居,个人香氛延伸至空间香气,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：橙花,https://www.diptyque-cn.com/p/eau-de-toilette-eau-de-neroli-1.html,0.80,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：个人香氛淡香水与家居室内喷雾，橙花系列一致，可延伸至家居。 规则复核：同系列个人香氛向空间香气延展，模型与结构规则一致。
REL-E053E29B7CFC,CANDLECY1::香氛蜡烛墨西哥橙花,香氛蜡烛-墨西哥橙花,PAIRS_WITH,HOMEHGFOCARB2E::橙花扩香精,橙花扩香精,搭配,同系列香气或同设计搭配,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：橙花,https://www.diptyque-cn.com/p/fleur-d-oranger-orange-blossom-candle-remavp.html,0.80,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：同清洁系列橙花不同家居香氛形式，符合同系列配对政策。 规则复核：同系列且不同香气载体，作为策展搭配发布。
REL-E101560D8D90,HOMEHGFOCARB2D::希腊无花果扩香精,希腊无花果扩香精,PAIRS_WITH,HOMESCO3::希腊无花果室内香氛蜡,希腊无花果室内香氛蜡,搭配,同系列香气或同设计搭配,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：希腊无花果,https://www.diptyque-cn.com/p/sablier-figuier-2-1.html,0.80,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：希腊无花果扩香精与室内香氛蜡同属希腊无花果系列，可作为同香型家居香氛搭配。 规则复核：同系列且不同香气载体，作为策展搭配发布。
REL-E1ACD0030062,CANDLEAMB1500::超大号香氛蜡烛琥珀,超大号香氛蜡烛-琥珀,PAIRS_WITH,HOMERSP::琥珀室内喷雾,琥珀 - 室内喷雾,搭配,同系列香气或同设计搭配,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：琥珀,https://www.diptyque-cn.com/p/ambre-amber-extralarge-candle.html,0.80,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：同清洁系列琥珀不同家居香氛形式，符合同系列配对政策。 规则复核：同系列且不同香气载体，作为策展搭配发布。
REL-E42DB68EDDED,CANDLE34B300::中号香氛蜡烛圣日尔曼大道34号,中号香氛蜡烛-圣日尔曼大道34号,PAIRS_WITH,HOMEHGFOCARB2A::圣日尔曼大道34号扩香精,圣日尔曼大道34号扩香精,搭配,同系列香气或同设计搭配,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：圣日尔曼大道34号,https://www.diptyque-cn.com/p/34-boulevard-saint-germain-candle-300g-remavp.html,0.80,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：同一已清洗系列'圣日尔曼大道34号'，家居香氛不同品型搭配，符合政策。 规则复核：同系列且不同香气载体，作为策展搭配发布。
REL-E9C03C7A290C,BODYLOTIONS2::晚香玉室内喷雾,晚香玉 - 室内喷雾,PAIRS_WITH,HOMEHGFOCARB2B::晚香玉扩香精,晚香玉扩香精,搭配,同系列香气或同设计搭配,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：晚香玉,https://www.diptyque-cn.com/p/tubereuse-tuberose-room-spray.html,0.80,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：同一晚香玉系列的不同家居香氛形态，可作为同香型搭配推荐。 规则复核：同系列且不同香气载体，作为策展搭配发布。
REL-EB47F22A09DD,HOMERSP8::浆果香扩香精,浆果香 - 扩香精,PAIRS_WITH,concept::家居香氛::烛台香氛蜡烛::浆果香烛台香氛蜡烛,浆果香烛台香氛蜡烛,搭配,同系列香气或同设计搭配,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：浆果香,https://www.diptyque-cn.com/p/baies-berries-hourglass-diffuser-1.html,0.80,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：浆果香系列扩香精与烛台蜡烛，同系列不同形态，可搭配。 规则复核：同系列且不同香气载体，作为策展搭配发布。
REL-ECB7312DAC78,CAPSULES9::希腊无花果香调润肤乳,希腊无花果香调 - 润肤乳,SCENT_RITUAL_WITH,EDPPHILOP75C::希腊无花果香调淡香精,希腊无花果香调淡香精,香气延续,身体护理与个人香氛仪式,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：希腊无花果,https://www.diptyque-cn.com/p/philosykos-hand-and-body-lotion-1.html,0.78,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：希腊无花果润肤乳与淡香精同系列，香材一致，适合香氛仪式。 规则复核：同系列身体护理与个人香氛，模型与结构规则一致。
REL-F0F7F7F74565,CANDLEBAIESB600::大号香氛蜡烛浆果香,大号香氛蜡烛-浆果香,PAIRS_WITH,HOMERSP::浆果香室内喷雾,浆果香 - 室内喷雾,搭配,同系列香气或同设计搭配,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：浆果香,https://www.diptyque-cn.com/p/berries-candle-600g.html,0.80,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：同一已清洗系列浆果香，蜡烛与室内喷雾，可作为同香型搭配推荐。 规则复核：同系列且不同香气载体，作为策展搭配发布。
REL-F1EC73CFB43D,HAIRMIST7::希腊无花果香调发香喷雾,希腊无花果香调发香喷雾,EXTENDS_TO_HOME,HOMESCO3::希腊无花果室内香氛蜡,希腊无花果室内香氛蜡,延伸至家居,个人香氛延伸至空间香气,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：希腊无花果,https://www.diptyque-cn.com/p/philohmist-hair-mist.html,0.80,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：同系列希腊无花果香型，个人香氛延伸至家居香氛。 规则复核：同系列个人香氛向空间香气延展，模型与结构规则一致。
REL-F62A6E44BA70,BODYOIL::杜桑柔肤沐浴油,杜桑柔肤沐浴油,SCENT_RITUAL_WITH,EDTDOSON::杜桑淡香水,杜桑淡香水,香气延续,身体护理与个人香氛仪式,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：杜桑,https://www.diptyque-cn.com/p/do-son-shower-oil-1.html,0.78,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：身体护理沐浴油与个人香氛淡香水同属杜桑系列，香型一致，适合搭配使用。 规则复核：同系列身体护理与个人香氛，模型与结构规则一致。
REL-F7AFF1EAD8A8,CANDLEMI::香氛蜡烛含羞草,香氛蜡烛-含羞草,PAIRS_WITH,HOMERSP9::含羞草扩香精,含羞草 - 扩香精,搭配,同系列香气或同设计搭配,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：含羞草,https://www.diptyque-cn.com/p/mimosa-candle-1-remavp.html,0.80,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：同清洁系列含羞草不同家居香氛形式，符合同系列配对政策。 规则复核：同系列且不同香气载体，作为策展搭配发布。
REL-FC5DFB364B7D,HOMEHGFOCARB2G::圣日尔曼大道34号香氛皂,圣日尔曼大道34号 - 香氛皂,SCENT_RITUAL_WITH,EDT34B::圣日尔曼大道34号淡香水,圣日尔曼大道34号淡香水,香气延续,身体护理与个人香氛仪式,normalized_collection+curatorial_rule+model_review+codex_rule_gate,collection_or_scent,同一已清洗系列：圣日尔曼大道34号,https://www.diptyque-cn.com/p/savon-34-boulevard-saint-germain-1.html,0.78,approved,codex_model_assisted_review,2026-07-27,策展推荐，不代表品牌点名该具体组合。模型初审理由：同系列香型匹配，身体护理与个人香氛可搭配使用。 规则复核：同系列身体护理与个人香氛，模型与结构规则一致。
